exon_id,filename_of_origin,nmd_classification
exon:chr1:89453935-89454034:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr1:89453935-89454034:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr1:91808987-91809067:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr1:91808987-91809067:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr1:92846281-92846430:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr1:93594835-93595005:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr1:94016504-94016662:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr1:95705333-95705465:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr1:95709767-95709880:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr1:95709767-95710254:+,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr1:95709767-95710254:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr1:97271975-97272008:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr1:97271975-97272008:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr1:99128253-99128372:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr20:1220965-1221078:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr20:1220965-1221078:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr20:13775484-13775587:+,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr20:13795064-13795161:+,ipsc_npc_mn_regression_targets.csv,Inclusion causes NMD (annotated)
exon:chr20:17936009-17936119:-,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr20:17949018-17949096:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr20:17949018-17949100:-,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr20:23377709-23377825:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr20:23377709-23377825:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr20:2465127-2465299:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr20:2465127-2465302:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr20:2465127-2465302:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr20:24949528-24949720:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr20:25401485-25401624:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr20:2891587-2891679:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr20:2891587-2891679:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr20:30957475-30957686:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr20:31967267-31967497:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr20:31975129-31975339:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr20:33173241-33173384:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr20:33233079-33233138:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr20:33722541-33722752:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr20:33844081-33844209:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr20:33868457-33868632:-,ipsc_npc_mn_regression_targets.csv,Exclusion causes NMD (annotated)
exon:chr20:33868457-33868632:-,ipsc_only_regression_targets.csv,Exclusion causes NMD (annotated)
exon:chr20:34142143-34142157:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr20:34326412-34326543:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr20:35569442-35569514:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr20:35769565-35769717:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr20:35769565-35769717:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr20:35802398-35802519:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr20:35802398-35802519:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr20:36150760-36150840:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr20:363077-363270:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr20:36639917-36642259:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr20:39829926-39830024:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr20:39829926-39830024:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr20:43107264-43107287:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr20:43107264-43107287:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr20:43560983-43561073:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr20:43560983-43561073:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr20:44443023-44443109:+,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr20:45841287-45841370:-,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr20:47775476-47775683:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr20:47782534-47782822:-,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr20:47782534-47782822:-,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr20:47795659-47795781:-,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr20:49458303-49458437:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr20:51059039-51059177:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr20:52591928-52591969:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr20:52591928-52591969:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr20:57242577-57242664:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr20:57242577-57242664:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr20:57473965-57474040:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr20:57473965-57474040:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr20:57473996-57474040:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr20:60879517-60879633:+,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr20:62514103-62514222:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr20:62708210-62708307:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr20:62708210-62708307:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr20:62723319-62723469:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr21:30333400-30333514:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr21:30333400-30333514:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr21:30380561-30380628:-,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr21:30419296-30419452:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr21:33974582-33974677:-,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr21:34115559-34115625:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr21:34783751-34783881:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr21:34783751-34783881:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr21:34809190-34809299:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr21:34828311-34828404:-,correlated_actual_filtered_targets.csv,Inclusion causes NMD (annotated)
exon:chr21:40553702-40553827:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr21:40717756-40717884:-,ipsc_only_regression_targets.csv,Inclusion causes NMD (annotated)
exon:chr21:44494447-44494673:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr21:45152020-45152323:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr21:45287020-45287227:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr21:46563057-46563146:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr21:46563057-46563146:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr21:46703267-46703317:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr21:46703267-46703317:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr21:47654425-47654599:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr22:19799808-19799970:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:19799808-19799970:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:19938953-19939177:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr22:20040883-20041074:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:20043471-20043536:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr22:20043471-20043536:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr22:20873165-20873282:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:20873165-20873282:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:20992500-20992718:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr22:22007631-22007755:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:22007631-22007755:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:22012555-22012751:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:22012555-22012751:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:22306609-22306764:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr22:24032419-24032543:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:24032423-24032543:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:24032423-24032543:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:24040070-24040186:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr22:24042913-24043018:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr22:24042913-24043018:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr22:24672668-24672771:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr22:25877083-25877203:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr22:25877083-25877203:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr22:29092889-29092975:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr22:29240115-29240187:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:29240115-29240187:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:29627582-29627671:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:29627582-29627671:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:30230431-30230539:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:30230478-30230539:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:30230478-30230539:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:30700520-30700640:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:30700520-30700640:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:30928167-30928298:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr22:30928167-30928298:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr22:31534878-31534965:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr22:31534878-31534965:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr22:31578955-31579052:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:31578955-31579052:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:32758959-32759045:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:32758959-32759045:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:35431793-35431949:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr22:35431793-35431949:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr22:35611321-35611427:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr22:35659975-35660089:+,ipsc_only_regression_targets.csv,Inclusion causes NMD (annotated)
exon:chr22:35659975-35660089:+,correlated_actual_filtered_targets.csv,Inclusion causes NMD (annotated)
exon:chr22:35659975-35660089:+,ipsc_npc_mn_regression_targets.csv,Inclusion causes NMD (annotated)
exon:chr22:38765991-38766050:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr22:41257622-41257839:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr22:41681367-41681522:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr22:42078360-42078591:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr22:45567690-45567918:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr22:48082890-48082955:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:48082890-48082955:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:49810131-49810379:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr22:49810247-49810384:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr22:49810251-49810384:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:49810251-49810384:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:50733148-50733207:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:50733148-50733207:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:50733155-50733207:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:50733155-50733207:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr22:51221467-51221714:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr22:51221467-51221714:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:10282382-10282502:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:10282382-10282502:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:109481953-109482175:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr2:111966333-111966513:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr2:111997379-111997573:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:111997379-111997573:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:113994090-113994190:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:113994090-113994190:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:113995667-113995789:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:114012967-114013126:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:114012967-114013126:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:114196597-114196694:+,ipsc_only_regression_targets.csv,Inclusion causes NMD (annotated)
exon:chr2:114196597-114196698:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr2:114196597-114196698:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr2:114383793-114383854:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr2:114383793-114383854:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr2:118853995-118854002:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:118853995-118854002:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:122160167-122160239:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:122160167-122160239:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:122166600-122166623:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:122166600-122166623:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:127808730-127808819:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:127808730-127808819:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:127815049-127815177:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:127815049-127815177:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:127815049-127815177:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:127815049-127815177:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:128610499-128610679:-,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr2:130894265-130894397:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:132060155-132060296:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr2:136374238-136374327:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr2:136683264-136683397:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr2:144714762-144714906:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:144714762-144714906:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:152666892-152667075:-,correlated_actual_filtered_targets.csv,Inclusion causes NMD (annotated)
exon:chr2:159533251-159533379:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr2:160253585-160253611:-,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr2:160284452-160284553:-,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr2:160310124-160310312:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr2:168675459-168675574:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr2:168921829-168921891:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr2:170554403-170554492:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:170554403-170554492:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:171902684-171902872:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr2:172248553-172248707:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr2:172271113-172271236:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr2:172569277-172569336:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr2:172702237-172702368:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:172917035-172917147:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr2:172917035-172917147:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr2:175262064-175262132:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:175262064-175262132:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:177194029-177194154:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr2:178082433-178082573:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr2:17860126-17860231:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr2:179341789-179341940:-,correlated_actual_filtered_targets.csv,Exclusion causes NMD (annotated)
exon:chr2:179436027-179436176:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:179463283-179463400:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:179465203-179465387:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr2:179472867-179472993:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr2:179472867-179472993:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr2:182781565-182781732:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr2:184016236-184016377:+,ipsc_only_regression_targets.csv,Exclusion causes NMD (annotated)
exon:chr2:188378343-188378373:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:188378343-188378373:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:188409231-188409364:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:188409231-188409364:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:190446264-190446503:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr2:190647740-190647849:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr2:190650072-190650197:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:191514557-191514708:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr2:191514557-191514708:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:192265475-192265561:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr2:198388348-198388410:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr2:201303845-201304051:+,correlated_actual_filtered_targets.csv,Exclusion causes NMD (found stop codon)
exon:chr2:201303845-201304051:+,ipsc_only_regression_targets.csv,Exclusion causes NMD (found stop codon)
exon:chr2:20160315-20160375:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr2:20160315-20160375:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
