,dataset,ensembl_id,event_id,iteration,p_value,spearman_r,gene_name
2851173,Actual,ENSG00000171469,isoform1=junction:chr19:9727848-9728766:-|isoform2=junction:chr19:9728435-9728766:-@exon:chr19:9728297-9728434:-@junction:chr19:9727848-9728296:-,,0.056262857,0.433403102,ZNF561
2851174,Actual,ENSG00000171469,isoform1=junction:chr19:9727848-9728766:-|isoform2=junction:chr19:9728445-9728766:-@exon:chr19:9728297-9728444:-@junction:chr19:9727848-9728296:-,,0.008493127,0.571399976,ZNF561
2851175,Actual,ENSG00000171466,isoform1=junction:chr19:9764558-9768684:-|isoform2=junction:chr19:9767330-9768684:-@exon:chr19:9767223-9767329:-@junction:chr19:9764558-9767222:-,,0.119374349,-0.392279102,ZNF562
2851176,Actual,ENSG00000171466,isoform1=junction:chr19:9768812-9770054:-|isoform2=junction:chr19:9768966-9770054:-@novel_exon:chr19:9768901-9768965:-@junction:chr19:9768812-9768900:-,,0.054385523,-0.474341649,ZNF562
2851182,Actual,ENSG00000117543,isoform1=junction:chr1:101467101-101487196:-|isoform2=junction:chr1:101479375-101487196:-@exon:chr1:101479266-101479374:-@junction:chr1:101467101-101479265:-,,0.002644451,0.736853575,DPH5
2851192,Actual,ENSG00000168765,isoform1=junction:chr1:110201733-110203786:+|isoform2=junction:chr1:110201733-110202411:+@exon:chr1:110202412-110202581:+@junction:chr1:110202582-110203786:+,,0.000547977,0.765491074,GSTM4
2851193,Actual,ENSG00000134184,isoform1=junction:chr1:110230532-110231294:+|isoform2=junction:chr1:110230532-110230791:+@exon:chr1:110230792-110230867:+@junction:chr1:110230868-110231294:+,,0.117306803,-0.5,GSTM1
2851195,Actual,ENSG00000134202,isoform1=junction:chr1:110282116-110282861:-|isoform2=junction:chr1:110282531-110282861:-@exon:chr1:110282455-110282530:-@junction:chr1:110282116-110282454:-,,0.254803603,-0.39789946,GSTM3
2851197,Actual,ENSG00000121931,isoform1=junction:chr1:111492746-111506242:-|isoform2=junction:chr1:111495438-111506242:-@exon:chr1:111493910-111495437:-@junction:chr1:111492746-111493909:-,,0.000100117,0.746949837,LRIF1
2851205,Actual,ENSG00000198793,isoform1=junction:chr1:11316250-11316989:-|isoform2=junction:chr1:11316384-11316989:-@novel_exon:chr1:11316342-11316383:-@junction:chr1:11316250-11316341:-,,0.084362118,-0.518200221,MTOR
2851208,Actual,ENSG00000134262,isoform1=junction:chr1:114438115-114438879:-|isoform2=junction:chr1:114438661-114438879:-@exon:chr1:114438379-114438660:-@junction:chr1:114438115-114438378:-,,0.022268429,0.566063371,AP4B1
2851221,Actual,ENSG00000118292,isoform1=junction:chr1:150249041-150253245:+|isoform2=junction:chr1:150249041-150252050:+@novel_exon:chr1:150252051-150252128:+@junction:chr1:150252129-150253245:+,,0.04375622,0.494197276,C1orf54
2851222,Actual,ENSG00000118292,isoform1=junction:chr1:150249041-150253245:+|isoform2=junction:chr1:150249041-150252053:+@exon:chr1:150252054-150252152:+@junction:chr1:150252153-150253245:+,,0.00791829,0.508991558,C1orf54
2851224,Actual,ENSG00000159208,isoform1=junction:chr1:150256044-150256835:+|isoform2=junction:chr1:150256044-150256214:+@exon:chr1:150256215-150256290:+@junction:chr1:150256291-150256835:+,,0.121502919,0.522232968,C1orf51
2851227,Actual,ENSG00000143374,isoform1=junction:chr1:150476912-150477381:+|isoform2=junction:chr1:150476912-150477107:+@exon:chr1:150477108-150477209:+@junction:chr1:150477210-150477381:+,,0.024908048,-0.594633064,TARS2
2851233,Actual,ENSG00000143393,isoform1=junction:chr1:151265510-151266493:-|isoform2=junction:chr1:151265939-151266493:-@exon:chr1:151265876-151265938:-@junction:chr1:151265510-151265875:-,,0.250496004,-0.401217659,PI4KB
2851237,Actual,ENSG00000160679,isoform1=junction:chr1:153614906-153617539:+|isoform2=junction:chr1:153614906-153615702:+@exon:chr1:153615703-153615840:+@junction:chr1:153615841-153617539:+,,0.014842472,-0.536031618,CHTOP
2851240,Actual,ENSG00000143569,isoform1=junction:chr1:154201202-154207671:+|isoform2=junction:chr1:154201202-154207066:+@exon:chr1:154207067-154207235:+@junction:chr1:154207236-154207671:+,,0.019291626,0.545173021,UBAP2L
2851241,Actual,ENSG00000143569,isoform1=junction:chr1:154201202-154207671:+|isoform2=junction:chr1:154201202-154207066:+@exon:chr1:154207067-154207268:+@junction:chr1:154207269-154207671:+,,0.020576091,0.590096844,UBAP2L
2851242,Actual,ENSG00000143569,isoform1=junction:chr1:154241431-154242675:+|isoform2=junction:chr1:154241431-154241837:+@exon:chr1:154241838-154241888:+@junction:chr1:154241889-154242675:+,,0.182053263,0.459020811,UBAP2L
2851243,Actual,ENSG00000143575,isoform1=junction:chr1:154245253-154246249:+|isoform2=junction:chr1:154245253-154245955:+@exon:chr1:154245956-154246074:+@junction:chr1:154246075-154246249:+,,0.130231626,0.462298782,HAX1
2851262,Actual,ENSG00000162735,isoform1=junction:chr1:160252900-160254844:-|isoform2=junction:chr1:160253430-160254844:-@exon:chr1:160253320-160253429:-@junction:chr1:160252900-160253319:-,,0.02852229,-0.447016763,PEX19
2851272,Actual,ENSG00000117143,isoform1=junction:chr1:162560302-162567581:+|isoform2=junction:chr1:162560302-162562524:+@exon:chr1:162562525-162562572:+@junction:chr1:162562573-162567581:+,,0.127159688,-0.445435403,UAP1
2851273,Actual,ENSG00000143228,isoform1=junction:chr1:163292003-163295821:+|isoform2=junction:chr1:163292003-163292656:+@exon:chr1:163292657-163292885:+@junction:chr1:163292886-163295821:+,,0.166956766,0.390916181,NUF2
2851282,Actual,ENSG00000078369,isoform1=junction:chr1:1756939-1822258:-|isoform2=junction:chr1:1770678-1822258:-@exon:chr1:1770629-1770677:-@junction:chr1:1756939-1770628:-,,0.244128682,-0.406181197,GNB1
2851285,Actual,ENSG00000143337,isoform1=junction:chr1:179858505-179870436:+|isoform2=junction:chr1:179858505-179869260:+@exon:chr1:179869261-179869302:+@junction:chr1:179869303-179870436:+,,0.103770915,0.408248291,TOR1AIP1
2851298,Actual,ENSG00000058673,isoform1=junction:chr1:203764923-203770702:+|isoform2=junction:chr1:203764923-203765420:+@exon:chr1:203765421-203765729:+@junction:chr1:203765730-203770702:+,,0.211824469,0.388650165,ZC3H11A
2851300,Actual,ENSG00000058673,isoform1=junction:chr1:203764923-203770702:+|isoform2=junction:chr1:203764923-203765420:+@novel_exon:chr1:203765421-203765482:+@junction:chr1:203765483-203770702:+,,0.200781644,0.418003915,ZC3H11A
2851303,Actual,ENSG00000257315,isoform1=junction:chr1:203764923-203770702:+|isoform2=junction:chr1:203764923-203765578:+@exon:chr1:203765579-203765729:+@junction:chr1:203765730-203770702:+,,0.008499651,0.632923844,ZBED6
2851304,Actual,ENSG00000058673,isoform1=junction:chr1:203764923-203770702:+|isoform2=junction:chr1:203764923-203765578:+@novel_exon:chr1:203765579-203765624:+@junction:chr1:203765625-203770702:+,,0.23279441,0.415199437,ZC3H11A
2851305,Actual,ENSG00000257315,isoform1=junction:chr1:203764923-203770702:+|isoform2=junction:chr1:203764923-203765578:+@novel_exon:chr1:203765579-203765624:+@junction:chr1:203765625-203770702:+,,0.078988895,0.579721328,ZBED6
2851311,Actual,ENSG00000127483,isoform1=junction:chr1:21106405-21113141:-|isoform2=junction:chr1:21107034-21113141:-@exon:chr1:21106838-21107033:-@junction:chr1:21106405-21106837:-,,0.121604078,-0.390119475,HP1BP3
2851316,Actual,ENSG00000065600,isoform1=junction:chr1:212560443-212583766:-|isoform2=junction:chr1:212561075-212583766:-@exon:chr1:212560955-212561074:-@junction:chr1:212560443-212560954:-,,0.120373421,-0.473049917,TMEM206
2851317,Actual,ENSG00000136636,isoform1=junction:chr1:215785264-215792227:+|isoform2=junction:chr1:215785264-215791429:+@exon:chr1:215791430-215791496:+@junction:chr1:215791497-215792227:+,,0.244128682,0.406181197,KCTD3
2851318,Actual,ENSG00000162551,isoform1=junction:chr1:21887239-21889602:+|isoform2=junction:chr1:21887239-21887589:+@exon:chr1:21887590-21887705:+@junction:chr1:21887706-21889602:+,,0.161423074,-0.431410581,ALPL
2851321,Actual,ENSG00000162813,isoform1=junction:chr1:220236297-220240643:-|isoform2=junction:chr1:220239460-220240643:-@exon:chr1:220239415-220239459:-@junction:chr1:220236297-220239414:-,,0.185952943,0.409699108,BPNT1
2851327,Actual,ENSG00000154309,isoform1=junction:chr1:223008558-223010560:+|isoform2=junction:chr1:223008558-223010337:+@exon:chr1:223010338-223010408:+@junction:chr1:223010409-223010560:+,,0.078098065,0.438750117,DISP1
2851334,Actual,ENSG00000143776,isoform1=junction:chr1:227300124-227307504:-|isoform2=junction:chr1:227300615-227307504:-@exon:chr1:227300372-227300614:-@junction:chr1:227300124-227300371:-,,0.10508541,-0.490934221,CDC42BPA
2851340,Actual,ENSG00000162910,isoform1=junction:chr1:228296020-228296961:-|isoform2=junction:chr1:228296723-228296961:-@exon:chr1:228296138-228296722:-@junction:chr1:228296020-228296137:-,,0.044188034,-0.525619168,MRPL55
2851343,Actual,ENSG00000143774,isoform1=junction:chr1:228328065-228333211:+|isoform2=junction:chr1:228328065-228328824:+@exon:chr1:228328825-228328989:+@junction:chr1:228328990-228333211:+,,0.145608855,-0.409803478,GUK1
2851349,Actual,ENSG00000135778,isoform1=junction:chr1:233086491-233105654:+|isoform2=junction:chr1:233086491-233092092:+@exon:chr1:233092093-233092189:+@junction:chr1:233092190-233105654:+,,0.108864301,0.447213596,NTPCR
2851354,Actual,ENSG00000054267,isoform1=junction:chr1:235388091-235392545:-|isoform2=junction:chr1:235388878-235392545:-@novel_exon:chr1:235388810-235388877:-@junction:chr1:235388091-235388809:-,,0.121502919,-0.522232968,ARID4B
2851365,Actual,ENSG00000121644,isoform1=junction:chr1:244816658-244849898:+|isoform2=junction:chr1:244816658-244845169:+@novel_exon:chr1:244845170-244845234:+@junction:chr1:244845235-244849898:+,,0.10690754,-0.433012702,DESI2
2851371,Actual,ENSG00000203666,isoform1=junction:chr1:245133746-245222687:+|isoform2=junction:chr1:245133746-245180543:+@exon:chr1:245180544-245180628:+@junction:chr1:245180629-245222687:+,,0.040878405,-0.420266089,EFCAB2
2851373,Actual,ENSG00000185420,isoform1=junction:chr1:246027189-246091232:-|isoform2=junction:chr1:246078943-246091232:-@exon:chr1:246078832-246078942:-@junction:chr1:246027189-246078831:-,,0.06876507,0.386147782,SMYD3
2851375,Actual,ENSG00000001460,isoform1=junction:chr1:24710494-24727808:-|isoform2=junction:chr1:24718170-24727808:-@exon:chr1:24718051-24718169:-@junction:chr1:24710494-24718050:-,,0.170707455,-0.469770054,STPG1
2851398,Actual,ENSG00000197056,isoform1=junction:chr1:35545044-35561419:+|isoform2=junction:chr1:35545044-35559514:+@exon:chr1:35559515-35559684:+@junction:chr1:35559685-35561419:+,,0.013005975,0.520524008,ZMYM1
2851410,Actual,ENSG00000066136,isoform1=junction:chr1:41157540-41204507:+|isoform2=junction:chr1:41157540-41201272:+@exon:chr1:41201273-41201422:+@junction:chr1:41201423-41204507:+,,0.113937412,-0.480384461,NFYC
2851411,Actual,ENSG00000164011,isoform1=junction:chr1:43312329-43316620:+|isoform2=junction:chr1:43312329-43314961:+@exon:chr1:43314962-43315413:+@junction:chr1:43315414-43316620:+,,0.010170063,0.706779038,ZNF691
2851412,Actual,ENSG00000164011,isoform1=junction:chr1:43312329-43316620:+|isoform2=junction:chr1:43312329-43315235:+@exon:chr1:43315236-43315413:+@junction:chr1:43315414-43316620:+,,0.04776605,0.606779876,ZNF691
2851413,Actual,ENSG00000066322,isoform1=junction:chr1:43830680-43831234:-|isoform2=junction:chr1:43831048-43831234:-@exon:chr1:43830857-43831047:-@junction:chr1:43830680-43830856:-,,0.041090885,0.651929463,ELOVL1
2851418,Actual,ENSG00000117419,isoform1=junction:chr1:44785417-44818521:-|isoform2=junction:chr1:44804995-44818521:-@exon:chr1:44804717-44804994:-@junction:chr1:44785417-44804716:-,,0.019079352,0.495322682,ERI3
2851423,Actual,ENSG00000132780,isoform1=junction:chr1:46056943-46066056:+|isoform2=junction:chr1:46056943-46060365:+@exon:chr1:46060366-46060445:+@junction:chr1:46060446-46066056:+,,0.126498734,0.412514324,NASP
2851427,Actual,ENSG00000132128,isoform1=junction:chr1:46739889-46743488:+|isoform2=junction:chr1:46739889-46740209:+@exon:chr1:46740210-46740389:+@junction:chr1:46740390-46743488:+,,0.08074327,0.389722189,LRRC41
2851430,Actual,ENSG00000132122,isoform1=junction:chr1:48865317-48877135:-|isoform2=junction:chr1:48869555-48877135:-@exon:chr1:48869474-48869554:-@junction:chr1:48865317-48869473:-,,0.22286835,0.4,SPATA6
2851433,Actual,ENSG00000157193,isoform1=junction:chr1:53712729-53716361:-|isoform2=junction:chr1:53715229-53716361:-@exon:chr1:53715052-53715228:-@junction:chr1:53712729-53715051:-,,0.033563788,-0.517026493,LRP8
2851439,Actual,ENSG00000173406,isoform1=junction:chr1:58993008-58999624:-|isoform2=junction:chr1:58996402-58999624:-@exon:chr1:58996273-58996401:-@junction:chr1:58993008-58996272:-,,0.114730709,-0.38491074,DAB1
2851442,Actual,ENSG00000162601,isoform1=junction:chr1:59154789-59155897:-|isoform2=junction:chr1:59155040-59155897:-@novel_exon:chr1:59154966-59155039:-@junction:chr1:59154789-59154965:-,,0.035466803,0.545435606,MYSM1
2851443,Actual,ENSG00000172456,isoform1=junction:chr1:60104048-60125890:+|isoform2=junction:chr1:60104048-60106951:+@exon:chr1:60106952-60107023:+@junction:chr1:60107024-60125890:+,,0.09973576,-0.521749195,FGGY
2851456,Actual,ENSG00000116754,isoform1=junction:chr1:70712591-70715613:+|isoform2=junction:chr1:70712591-70712799:+@exon:chr1:70712800-70712832:+@junction:chr1:70712833-70715613:+,,0.044344585,0.644304295,SRSF11
2851467,Actual,ENSG00000117155,isoform1=junction:chr1:85113291-85117565:-|isoform2=junction:chr1:85116211-85117565:-@exon:chr1:85116045-85116210:-@junction:chr1:85113291-85116044:-,,0.116998322,-0.527649284,SSX2IP
2851471,Actual,ENSG00000137947,isoform1=junction:chr1:89323171-89325564:-|isoform2=junction:chr1:89324471-89325564:-@exon:chr1:89324364-89324470:-@junction:chr1:89323171-89324363:-,,0.019645831,-0.38720026,GTF2B
2851478,Actual,ENSG00000122484,isoform1=junction:chr1:92811472-92852567:+|isoform2=junction:chr1:92811472-92846280:+@exon:chr1:92846281-92846430:+@junction:chr1:92846431-92852567:+,,0.244128682,-0.406181197,RPAP2
2851484,Actual,ENSG00000137942,isoform1=junction:chr1:94014984-94017965:+|isoform2=junction:chr1:94014984-94016503:+@exon:chr1:94016504-94016662:+@junction:chr1:94016663-94017965:+,,0.100933559,0.411332275,FNBP1L
2851486,Actual,ENSG00000122481,isoform1=junction:chr1:95699872-95709766:+|isoform2=junction:chr1:95699872-95705332:+@exon:chr1:95705333-95705465:+@junction:chr1:95705466-95709766:+,,0.001334885,0.768067707,RWDD3
2851487,Actual,ENSG00000122481,isoform1=junction:chr1:95699872-95712097:+|isoform2=junction:chr1:95699872-95709766:+@exon:chr1:95709767-95710254:+@junction:chr1:95710255-95712097:+,,0.046352184,0.402024181,RWDD3
2851490,Actual,ENSG00000162627,isoform1=junction:chr1:99127468-99150440:+|isoform2=junction:chr1:99127468-99128252:+@exon:chr1:99128253-99128372:+@junction:chr1:99128373-99150440:+,,0.127734562,0.444835111,SNX7
2851501,Actual,ENSG00000089006,isoform1=junction:chr20:17937682-17949342:-|isoform2=junction:chr20:17949097-17949342:-@exon:chr20:17949018-17949096:-@junction:chr20:17937682-17949017:-,,0.013388034,0.688012479,SNX5
2851507,Actual,ENSG00000149474,isoform1=junction:chr20:18163943-18165245:+|isoform2=junction:chr20:18163943-18164178:+@novel_exon:chr20:18164179-18164225:+@junction:chr20:18164226-18165245:+,,0.244128682,0.406181197,CSRP2BP
2851509,Actual,ENSG00000101474,isoform1=junction:chr20:24944659-24950161:-|isoform2=junction:chr20:24949721-24950161:-@exon:chr20:24949528-24949720:-@junction:chr20:24944659-24949527:-,,0.041373526,-0.428451405,APMAP
2851514,Actual,ENSG00000101391,isoform1=junction:chr20:31962019-31973455:-|isoform2=junction:chr20:31967498-31973455:-@exon:chr20:31967267-31967497:-@junction:chr20:31962019-31967266:-,,0.102494767,0.397359707,CDK5RAP1
2851515,Actual,ENSG00000101391,isoform1=junction:chr20:31973577-31979947:-|isoform2=junction:chr20:31975340-31979947:-@exon:chr20:31975129-31975339:-@junction:chr20:31973577-31975128:-,,0.033532926,0.53294804,CDK5RAP1
2851518,Actual,ENSG00000101464,isoform1=junction:chr20:33169477-33176256:-|isoform2=junction:chr20:33173385-33176256:-@exon:chr20:33173241-33173384:-@junction:chr20:33169477-33173240:-,,0.035398963,0.440512822,PIGU
2851519,Actual,ENSG00000101464,isoform1=junction:chr20:33232031-33244983:-|isoform2=junction:chr20:33233139-33244983:-@exon:chr20:33233079-33233138:-@junction:chr20:33232031-33233078:-,,0.018221916,0.498444786,PIGU
2851522,Actual,ENSG00000088298,isoform1=junction:chr20:33719587-33725682:-|isoform2=junction:chr20:33722753-33725682:-@exon:chr20:33722541-33722752:-@junction:chr20:33719587-33722540:-,,0.113937412,-0.480384461,EDEM2
2851532,Actual,ENSG00000101347,isoform1=junction:chr20:35563593-35575140:-|isoform2=junction:chr20:35569515-35575140:-@exon:chr20:35569442-35569514:-@junction:chr20:35563593-35569441:-,,0.101367908,0.387298335,SAMHD1
2851535,Actual,ENSG00000101407,isoform1=junction:chr20:36634800-36661805:-|isoform2=junction:chr20:36642260-36661805:-@exon:chr20:36639917-36642259:-@junction:chr20:36634800-36639916:-,,0.206255757,0.393041832,TTI1
2851553,Actual,ENSG00000124243,isoform1=junction:chr20:49446918-49493022:+|isoform2=junction:chr20:49446918-49458302:+@exon:chr20:49458303-49458437:+@junction:chr20:49458438-49493022:+,,0.143461466,0.497468338,BCAS4
2851567,Actual,ENSG00000159086,isoform1=junction:chr21:34110631-34115988:-|isoform2=junction:chr21:34115626-34115988:-@exon:chr21:34115559-34115625:-@junction:chr21:34110631-34115558:-,,0.108864301,0.447213596,PAXBP1
2851569,Actual,ENSG00000142188,isoform1=junction:chr21:34805110-34811520:-|isoform2=junction:chr21:34809300-34811520:-@exon:chr21:34809190-34809299:-@junction:chr21:34805110-34809189:-,,0.09973576,0.521749195,TMEM50B
2851570,Actual,ENSG00000159128,isoform1=junction:chr21:34805110-34811520:-|isoform2=junction:chr21:34809300-34811520:-@exon:chr21:34809190-34809299:-@junction:chr21:34805110-34809189:-,,0.023856385,0.670820393,IFNGR2
2851571,Actual,ENSG00000142188,isoform1=junction:chr21:34828092-34832719:-|isoform2=junction:chr21:34828405-34832719:-@exon:chr21:34828311-34828404:-@junction:chr21:34828092-34828310:-,,0.222389813,-0.400378609,TMEM50B
2851595,Actual,ENSG00000183765,isoform1=junction:chr22:29091862-29095825:-|isoform2=junction:chr22:29092976-29095825:-@exon:chr22:29092889-29092975:-@junction:chr22:29091862-29092888:-,,0.028808393,0.392840269,CHEK2
2851608,Actual,ENSG00000100281,isoform1=junction:chr22:35659868-35660640:+|isoform2=junction:chr22:35659868-35659974:+@exon:chr22:35659975-35660089:+@junction:chr22:35660090-35660640:+,,1.89E-05,0.602744852,HMGXB4
2851610,Actual,ENSG00000213923,isoform1=junction:chr22:38757566-38776374:-|isoform2=junction:chr22:38766051-38776374:-@exon:chr22:38765991-38766050:-@junction:chr22:38757566-38765990:-,,0.113937412,0.480384461,CSNK1E
2851615,Actual,ENSG00000100138,isoform1=junction:chr22:42076369-42084797:-|isoform2=junction:chr22:42078592-42084797:-@exon:chr22:42078360-42078591:-@junction:chr22:42076369-42078359:-,,0.035805997,0.608391608,NHP2L1
2851618,Actual,ENSG00000100344,isoform1=junction:chr22:44330547-44332930:+|isoform2=junction:chr22:44330547-44330865:+@novel_exon:chr22:44330866-44330964:+@junction:chr22:44330965-44332930:+,,0.073120519,-0.512822594,PNPLA3
2851620,Actual,ENSG00000093000,isoform1=junction:chr22:45567565-45571774:+|isoform2=junction:chr22:45567565-45567689:+@exon:chr22:45567690-45567918:+@junction:chr22:45567919-45571774:+,,0.061508923,0.609271796,NUP50
2851647,Actual,ENSG00000162980,isoform1=junction:chr2:152663487-152668870:-|isoform2=junction:chr2:152667076-152668870:-@exon:chr2:152666892-152667075:-@junction:chr2:152663487-152666891:-,,0.066895795,0.441102803,ARL5A
2851648,Actual,ENSG00000144283,isoform1=junction:chr2:159530513-159535092:+|isoform2=junction:chr2:159530513-159533250:+@exon:chr2:159533251-159533379:+@junction:chr2:159533380-159535092:+,,0.021876216,-0.626783171,PKP4
2851649,Actual,ENSG00000123636,isoform1=junction:chr2:160182430-160189050:-|isoform2=junction:chr2:160186371-160189050:-@novel_exon:chr2:160186298-160186370:-@junction:chr2:160182430-160186297:-,,0.105228058,0.420084025,BAZ2B
2851651,Actual,ENSG00000123636,isoform1=junction:chr2:160304921-160335085:-|isoform2=junction:chr2:160310313-160335085:-@exon:chr2:160310124-160310312:-@junction:chr2:160304921-160310123:-,,0.053019643,-0.427841107,BAZ2B
2851656,Actual,ENSG00000198648,isoform1=junction:chr2:168920081-168931491:-|isoform2=junction:chr2:168921892-168931491:-@exon:chr2:168921829-168921891:-@junction:chr2:168920081-168921828:-,,0.000560178,0.866400225,STK39
2851660,Actual,ENSG00000198586,isoform1=junction:chr2:171884916-171906323:-|isoform2=junction:chr2:171902873-171906323:-@exon:chr2:171902684-171902872:-@junction:chr2:171884916-171902683:-,,0.22286835,-0.4,TLK1
2851663,Actual,ENSG00000123600,isoform1=junction:chr2:172217024-172290392:-|isoform2=junction:chr2:172248708-172290392:-@exon:chr2:172248553-172248707:-@junction:chr2:172217024-172248552:-,,0.005021386,-0.682866684,METTL8
2851664,Actual,ENSG00000123600,isoform1=junction:chr2:172248708-172290392:-@exon:chr2:172248553-172248707:-@junction:chr2:172217024-172248552:-|isoform2=junction:chr2:172271237-172290392:-@exon:chr2:172271113-172271236:-@junction:chr2:172217024-172271112:-,,0.113332044,0.46045546,METTL8
2851665,Actual,ENSG00000123600,isoform1=junction:chr2:172248708-172290392:-|isoform2=junction:chr2:172271237-172290392:-@exon:chr2:172271113-172271236:-@junction:chr2:172248708-172271112:-,,0.023453514,0.562042102,METTL8
2851674,Actual,ENSG00000128654,isoform1=junction:chr2:177193641-177195311:+|isoform2=junction:chr2:177193641-177194028:+@exon:chr2:177194029-177194154:+@junction:chr2:177194155-177195311:+,,0.017393706,0.45392065,MTX2
2851676,Actual,ENSG00000163029,isoform1=junction:chr2:17851843-17864904:-|isoform2=junction:chr2:17860232-17864904:-@exon:chr2:17860126-17860231:-@junction:chr2:17851843-17860125:-,,0.039675177,0.463260862,SMC6
2851678,Actual,ENSG00000079150,isoform1=junction:chr2:179334513-179343005:-|isoform2=junction:chr2:179341941-179343005:-@exon:chr2:179341789-179341940:-@junction:chr2:179334513-179341788:-,,0.136705188,0.504823074,FKBP7
2851684,Actual,ENSG00000128699,isoform1=junction:chr2:190647329-190648994:-|isoform2=junction:chr2:190647850-190648994:-@exon:chr2:190647740-190647849:-@junction:chr2:190647329-190647739:-,,0.013345056,0.408642247,ORMDL1
2851686,Actual,ENSG00000128641,isoform1=junction:chr2:192265195-192267357:+|isoform2=junction:chr2:192265195-192265474:+@exon:chr2:192265475-192265561:+@junction:chr2:192265562-192267357:+,,0.229514108,0.417855447,MYO1B
2851693,Actual,ENSG00000196141,isoform1=junction:chr2:201284220-201305371:+|isoform2=junction:chr2:201284220-201303844:+@exon:chr2:201303845-201304051:+@junction:chr2:201304052-201305371:+,,0.002237303,0.553708439,SPATS2L
2851694,Actual,ENSG00000013441,isoform1=junction:chr2:201721709-201722695:-|isoform2=junction:chr2:201722608-201722695:-@exon:chr2:201722441-201722607:-@junction:chr2:201721709-201722440:-,,0.015946635,-0.467838178,CLK1
2851698,Actual,ENSG00000082146,isoform1=junction:chr2:202272321-202316072:-|isoform2=junction:chr2:202285430-202316072:-@exon:chr2:202285140-202285429:-@junction:chr2:202272321-202285139:-,,0.054143216,0.489767361,STRADB
2851709,Actual,ENSG00000138443,isoform1=junction:chr2:204267458-204281630:+|isoform2=junction:chr2:204267458-204276007:+@exon:chr2:204276008-204276094:+@junction:chr2:204276095-204281630:+,,0.01027824,0.639350802,ABI2
2851711,Actual,ENSG00000023228,isoform1=junction:chr2:207014650-207018341:-|isoform2=junction:chr2:207017235-207018341:-@exon:chr2:207017143-207017234:-@junction:chr2:207014650-207017142:-,,0.00545083,-0.466215525,NDUFS1
2851716,Actual,ENSG00000115365,isoform1=junction:chr2:211301117-211305321:-|isoform2=junction:chr2:211302597-211305321:-@exon:chr2:211302414-211302596:-@junction:chr2:211301117-211302413:-,,0.117306803,0.5,LANCL1
2851723,Actual,ENSG00000123983,isoform1=junction:chr2:223752607-223773450:+|isoform2=junction:chr2:223752607-223765391:+@exon:chr2:223765392-223765498:+@junction:chr2:223765499-223773450:+,,0.010690874,0.501265904,ACSL3
2851734,Actual,ENSG00000135931,isoform1=junction:chr2:232146847-232156065:+|isoform2=junction:chr2:232146847-232153372:+@exon:chr2:232153373-232153434:+@junction:chr2:232153435-232156065:+,,0.10690754,0.433012702,ARMC9
2851735,Actual,ENSG00000156973,isoform1=junction:chr2:232597744-232602722:-|isoform2=junction:chr2:232602003-232602722:-@exon:chr2:232601897-232602002:-@junction:chr2:232597744-232601896:-,,0.025283947,0.465242105,PDE6D
2851743,Actual,ENSG00000124831,isoform1=junction:chr2:238536384-238657006:+|isoform2=junction:chr2:238536384-238617186:+@exon:chr2:238617187-238617273:+@junction:chr2:238617274-238657006:+,,0.077229551,-0.506671004,LRRFIP1
2851745,Actual,ENSG00000124831,isoform1=junction:chr2:238678636-238681508:+|isoform2=junction:chr2:238678636-238680723:+@exon:chr2:238680724-238680841:+@junction:chr2:238680842-238681508:+,,0.244128682,0.406181197,LRRFIP1
2851746,Actual,ENSG00000184182,isoform1=junction:chr2:238903452-238933982:+|isoform2=junction:chr2:238903452-238925207:+@exon:chr2:238925208-238925275:+@junction:chr2:238925276-238933982:+,,0.024531225,-0.448506844,UBE2F
2851748,Actual,ENSG00000132323,isoform1=junction:chr2:239096899-239098493:-|isoform2=junction:chr2:239097635-239098493:-@novel_exon:chr2:239097600-239097634:-@junction:chr2:239096899-239097599:-,,0.22286835,0.4,ILKAP
2851757,Actual,ENSG00000205639,isoform1=junction:chr2:24276820-24283683:+|isoform2=junction:chr2:24276820-24276973:+@exon:chr2:24276974-24277062:+@junction:chr2:24277063-24283683:+,,0.013343957,-0.51889294,MFSD2B
2851760,Actual,ENSG00000138092,isoform1=junction:chr2:25016371-25022543:+|isoform2=junction:chr2:25016371-25016720:+@exon:chr2:25016721-25016834:+@junction:chr2:25016835-25022543:+,,0.001658118,0.702638113,CENPO
2851766,Actual,ENSG00000115207,isoform1=junction:chr2:27558574-27559064:-|isoform2=junction:chr2:27558896-27559064:-@exon:chr2:27558784-27558895:-@junction:chr2:27558574-27558783:-,,0.04362446,-0.415215659,GTF3C2
2851773,Actual,ENSG00000243147,isoform1=junction:chr2:28113710-28117399:+|isoform2=junction:chr2:28113710-28115249:+@exon:chr2:28115250-28115315:+@junction:chr2:28115316-28117399:+,,0.035093682,0.386079612,MRPL33
2851777,Actual,ENSG00000172954,isoform1=junction:chr2:30670250-30748452:+|isoform2=junction:chr2:30670250-30682417:+@exon:chr2:30682418-30682588:+@junction:chr2:30682589-30748452:+,,0.108864301,-0.447213596,LCLAT1
2851778,Actual,ENSG00000172954,isoform1=junction:chr2:30670250-30755981:+|isoform2=junction:chr2:30670250-30748452:+@exon:chr2:30748453-30748621:+@junction:chr2:30748622-30755981:+,,0.117306803,0.5,LCLAT1
